carrier,product,state,age,sex,smoker,term_years,face_band_min,face_band_max,health_class,monthly_premium,face_amount,source_file,source_date,integrity_carrier,integrity_product,nearest_age,product_type,underwriting_mode,rank_in_quote,is_best,is_mvi_appointed,marketplace_policy_count,harvest_batch_id
transamerica,trendsetter_lb,NE,20,male,0,10,750000,750000,preferred_plus_nt,37.41,750000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter LB,21,fully_underwritten_term,fully_underwritten,28,0,1,30,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,20,male,0,10,750000,750000,preferred_plus_nt,44.63,750000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,21,fully_underwritten_term,fully_underwritten,29,0,0,30,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,20,male,0,10,750000,750000,preferred_plus_nt,44.63,750000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,21,fully_underwritten_term,fully_underwritten,30,0,0,30,2026-08-18
corebridge,select_a_term,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,17.66,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,21,fully_underwritten_term,fully_underwritten,1,1,1,30,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,17.66,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),21,fully_underwritten_term,fully_underwritten,2,0,1,30,2026-08-18
symetra,swiftterm_instant_issue_available,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,17.76,1000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,21,fully_underwritten_term,fully_underwritten,3,0,0,30,2026-08-18
pacific_life,promise_term,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,19.03,1000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,21,fully_underwritten_term,fully_underwritten,4,0,0,30,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.06,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),21,fully_underwritten_term,fully_underwritten,5,0,1,30,2026-08-18
corebridge,qol_flex_term,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.06,1000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,21,fully_underwritten_term,fully_underwritten,6,0,1,30,2026-08-18
lincoln,termaccel_2019,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.16,1000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,TermAccel 2019,21,fully_underwritten_term,fully_underwritten,7,0,0,30,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.16,1000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),21,fully_underwritten_term,fully_underwritten,8,0,0,30,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.16,1000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),21,fully_underwritten_term,fully_underwritten,9,0,0,30,2026-08-18
principal,term_non_convertible,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.64,1000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,21,fully_underwritten_term,fully_underwritten,10,0,0,30,2026-08-18
minnesota_life,advantage_elite_select_term,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.68,1000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,21,fully_underwritten_term,fully_underwritten,11,0,0,30,2026-08-18
protective,protective_classic_choice_term,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,20.84,1000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,21,fully_underwritten_term,fully_underwritten,12,0,0,30,2026-08-18
principal,term_convertible,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,21.09,1000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,21,fully_underwritten_term,fully_underwritten,13,0,0,30,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,21.3,1000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,21,fully_underwritten_term,fully_underwritten,14,0,0,30,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,21.56,1000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,21,fully_underwritten_term,fully_underwritten,15,0,0,30,2026-08-18
moo,term_life_answers_brokerage,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,22.58,1000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,21,fully_underwritten_term,fully_underwritten,16,0,1,30,2026-08-18
banner,opterm,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,23.31,1000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,21,fully_underwritten_term,fully_underwritten,17,0,0,30,2026-08-18
north_american,addvantage_term_gen_9,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,23.32,1000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,21,fully_underwritten_term,fully_underwritten,18,0,0,30,2026-08-18
principal,term_convertible_with_conversion_extension_rider,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,23.42,1000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,21,fully_underwritten_term,fully_underwritten,19,0,0,30,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,23.68,1000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,21,fully_underwritten_term,fully_underwritten,20,0,0,30,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,24.24,1000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,21,fully_underwritten_term,fully_underwritten,21,0,0,30,2026-08-18
prudential,essential_term_value,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,27.57,1000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,21,fully_underwritten_term,fully_underwritten,22,0,0,30,2026-08-18
prudential,essential_term_plus,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,29.32,1000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,21,fully_underwritten_term,fully_underwritten,23,0,0,30,2026-08-18
transamerica,trendsetter_super,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,32.3,1000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,21,fully_underwritten_term,fully_underwritten,24,0,1,30,2026-08-18
john_hancock,protection_term,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,39.76,1000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,21,fully_underwritten_term,fully_underwritten,25,0,0,30,2026-08-18
john_hancock,vitality_term,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,39.92,1000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,21,fully_underwritten_term,fully_underwritten,26,0,0,30,2026-08-18
national_life_group,lsw_10_g,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,44.44,1000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 10-G,21,fully_underwritten_term,fully_underwritten,27,0,0,30,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,45.06,1000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,21,fully_underwritten_term,fully_underwritten,28,0,0,30,2026-08-18
nationwide,nationwide_intelligent_underwriting_guaranteed_level_term_br,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,45.06,1000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide (Intelligent Underwriting) Guaranteed Level Term - Brokerage,21,fully_underwritten_term,fully_underwritten,29,0,0,30,2026-08-18
transamerica,trendsetter_lb,NE,20,male,0,10,1000000,1000000,preferred_plus_nt,49.02,1000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter LB,21,fully_underwritten_term,fully_underwritten,30,0,1,30,2026-08-18
corebridge,select_a_term,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,29.91,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term,21,fully_underwritten_term,fully_underwritten,1,1,1,31,2026-08-18
corebridge,select_a_term_simplinow_choice,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,29.91,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),Select-a-Term (SimpliNow Choice),21,fully_underwritten_term,fully_underwritten,2,0,1,31,2026-08-18
symetra,swiftterm_instant_issue_available,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,30.08,2000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm Instant Issue Available,21,fully_underwritten_term,fully_underwritten,3,0,0,31,2026-08-18
pacific_life,promise_term,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,32.96,2000000,integrity-term-harvest.json,2026-08-18,Pacific Life Insurance Company - Lynchburg,Promise Term,21,fully_underwritten_term,fully_underwritten,4,0,0,31,2026-08-18
corebridge,qol_flex_term_simplinow_choice,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,33.78,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term (SimpliNow Choice),21,fully_underwritten_term,fully_underwritten,5,0,1,31,2026-08-18
corebridge,qol_flex_term,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,33.78,2000000,integrity-term-harvest.json,2026-08-18,Corebridge Financial (American General - all states except NY),QoL Flex Term,21,fully_underwritten_term,fully_underwritten,6,0,1,31,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eticket_lincxpress,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,34.3,2000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eTicket-LincXpress),21,fully_underwritten_term,fully_underwritten,7,0,0,31,2026-08-18
lincoln,termaccel_2019,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,34.3,2000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,TermAccel 2019,21,fully_underwritten_term,fully_underwritten,8,0,0,31,2026-08-18
lincoln,lincoln_lifeelements_level_term_2019_eapp_full_application,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,34.3,2000000,integrity-term-harvest.json,2026-08-18,Lincoln National Life Insurance Company,Lincoln LifeElements Level Term 2019 (eApp-Full Application),21,fully_underwritten_term,fully_underwritten,9,0,0,31,2026-08-18
principal,term_non_convertible,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,34.83,2000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Non Convertible,21,fully_underwritten_term,fully_underwritten,10,0,0,31,2026-08-18
principal,term_convertible,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,35.72,2000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible,21,fully_underwritten_term,fully_underwritten,11,0,0,31,2026-08-18
symetra,symetra_term_5_0,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,36.13,2000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,Symetra Term 5.0,21,fully_underwritten_term,fully_underwritten,12,0,0,31,2026-08-18
protective,protective_classic_choice_term,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,36.15,2000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term,21,fully_underwritten_term,fully_underwritten,13,0,0,31,2026-08-18
minnesota_life,advantage_elite_select_term,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,37.69,2000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select Term,21,fully_underwritten_term,fully_underwritten,14,0,0,31,2026-08-18
symetra,swiftterm_with_conversion_enhancement_rider,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,37.71,2000000,integrity-term-harvest.json,2026-08-18,Symetra Life Insurance Company,SwiftTerm with Conversion Enhancement Rider,21,fully_underwritten_term,fully_underwritten,15,0,0,31,2026-08-18
minnesota_life,advantage_elite_select_with_eca,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,38.82,2000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with ECA,21,fully_underwritten_term,fully_underwritten,16,0,0,31,2026-08-18
moo,term_life_answers_brokerage,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,39.78,2000000,integrity-term-harvest.json,2026-08-18,United of Omaha,Term Life Answers - Brokerage,21,fully_underwritten_term,fully_underwritten,17,0,1,31,2026-08-18
principal,term_convertible_with_conversion_extension_rider,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,40.39,2000000,integrity-term-harvest.json,2026-08-18,Principal National Life Insurance Company,Term - Convertible with Conversion Extension Rider,21,fully_underwritten_term,fully_underwritten,18,0,0,31,2026-08-18
north_american,addvantage_term_gen_9,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,40.92,2000000,integrity-term-harvest.json,2026-08-18,North American Company for Life and Health Insurance,ADDvantage Term Gen 9,21,fully_underwritten_term,fully_underwritten,19,0,0,31,2026-08-18
protective,protective_classic_choice_term_with_cer,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,42.95,2000000,integrity-term-harvest.json,2026-08-18,Protective Life,Protective Classic Choice Term with CER,21,fully_underwritten_term,fully_underwritten,20,0,0,31,2026-08-18
minnesota_life,advantage_elite_select_with_cica,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,43.57,2000000,integrity-term-harvest.json,2026-08-18,Minnesota Life,Advantage Elite Select with CICA,21,fully_underwritten_term,fully_underwritten,21,0,0,31,2026-08-18
banner,opterm,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,44.57,2000000,integrity-term-harvest.json,2026-08-18,Banner Life,OPTerm,21,fully_underwritten_term,fully_underwritten,22,0,0,31,2026-08-18
prudential,essential_term_value,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,47.69,2000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Value,21,fully_underwritten_term,fully_underwritten,23,0,0,31,2026-08-18
prudential,essential_term_plus,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,51.19,2000000,integrity-term-harvest.json,2026-08-18,Prudential Financial,Essential Term Plus,21,fully_underwritten_term,fully_underwritten,24,0,0,31,2026-08-18
transamerica,trendsetter_super,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,62.05,2000000,integrity-term-harvest.json,2026-08-18,Transamerica Life Insurance Co.,Trendsetter Super,21,fully_underwritten_term,fully_underwritten,25,0,1,31,2026-08-18
john_hancock,protection_term,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,68.86,2000000,integrity-term-harvest.json,2026-08-18,John Hancock,Protection Term,21,fully_underwritten_term,fully_underwritten,26,0,0,31,2026-08-18
john_hancock,vitality_term,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,72.84,2000000,integrity-term-harvest.json,2026-08-18,John Hancock,Vitality Term,21,fully_underwritten_term,fully_underwritten,27,0,0,31,2026-08-18
national_life_group,lsw_10_g,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,82.28,2000000,integrity-term-harvest.json,2026-08-18,National Life Group,LSW 10-G,21,fully_underwritten_term,fully_underwritten,28,0,0,31,2026-08-18
nationwide,nationwide_guaranteed_level_term_brokerage,NE,20,male,0,10,2000000,2000000,preferred_plus_nt,83.56,2000000,integrity-term-harvest.json,2026-08-18,Nationwide,Nationwide Guaranteed Level Term - Brokerage,21,fully_underwritten_term,fully_underwritten,29,0,0,31,2026-08-18
