carrier,product,state,age,sex,smoker,face_amount,health_class,monthly_premium,rank_in_quote,is_best,is_mvi_appointed,integrity_carrier,integrity_product,harvest_batch_id,source_date
gerber,gerber_guaranteed_life,NE,65,male,0,25000,standard_nt,211.53,28,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,65,male,0,25000,standard_nt,222.09,29,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
foresters,planright_standard,NE,65,male,0,25000,standard_nt,227.15,30,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,65,male,0,25000,standard_nt,236.16,31,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,65,male,0,25000,standard_nt,247.69,32,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,65,male,0,25000,standard_nt,250.91,33,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
americo,eagle_select_3,NE,65,male,0,25000,standard_nt,254.01,34,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
logo,express_issue_graded,NE,65,male,0,25000,standard_nt,261.11,35,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
transamerica,express_graded,NE,65,male,0,25000,standard_nt,269.41,36,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
corebridge,giwl_20_000_and_up,NE,65,male,0,25000,standard_nt,271.07,37,0,1,Corebridge Financial,GIWL $20;000 and up,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,65,male,0,25000,standard_nt,289.39,38,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,65,male,0,25000,standard_nt,318.2,39,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
transamerica,easy_solution,NE,65,male,0,25000,standard_nt,335.72,40,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
transamerica,express_premier,NE,65,male,0,50000,standard_nt,251.72,1,1,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
americo,eagle_select_1,NE,65,male,0,50000,standard_nt,255.55,2,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
moo,living_promise_level,NE,65,male,0,50000,standard_nt,269.56,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,65,male,0,50000,standard_nt,288.16,4,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
logo,preferred,NE,65,male,0,50000,standard_nt,288.96,5,0,0,logo,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,65,male,0,50000,standard_nt,313.78,6,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
logo,standard,NE,65,male,0,50000,standard_nt,317.83,7,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,65,male,0,50000,standard_nt,336.82,8,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
transamerica,express_select,NE,65,male,0,50000,standard_nt,351.82,9,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,65,female,0,10000,standard_nt,40.73,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,65,female,0,10000,standard_nt,41.01,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,65,female,0,10000,standard_nt,41.63,3,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
foresters,planright_preferred,NE,65,female,0,10000,standard_nt,43.38,4,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
aflac,preferred,NE,65,female,0,10000,standard_nt,43.99,5,0,0,Aflac,Preferred,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,65,female,0,10000,standard_nt,44.79,6,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
transamerica,express_premier,NE,65,female,0,10000,standard_nt,44.9,7,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,65,female,0,10000,standard_nt,44.94,8,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
cigna,primary_plan,NE,65,female,0,10000,standard_nt,46.21,9,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,65,female,0,10000,standard_nt,47.05,10,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,65,female,0,10000,standard_nt,47.27,11,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,65,female,0,10000,standard_nt,47.48,12,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
aetna,preferred,NE,65,female,0,10000,standard_nt,47.6,13,0,1,Aetna,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,65,female,0,10000,standard_nt,47.97,14,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,65,female,0,10000,standard_nt,49.29,15,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
logo,preferred,NE,65,female,0,10000,standard_nt,49.93,16,0,0,logo,Preferred,2026-08-15,2026-08-15
moo,living_promise_graded,NE,65,female,0,10000,standard_nt,49.93,17,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,65,female,0,10000,standard_nt,52.36,18,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
logo,standard,NE,65,female,0,10000,standard_nt,52.94,19,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,65,female,0,10000,standard_nt,53.8,20,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,65,female,0,10000,standard_nt,56.11,21,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
aflac,standard,NE,65,female,0,10000,standard_nt,57.34,22,0,0,Aflac,Standard,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,65,female,0,10000,standard_nt,58.14,23,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
lbl,simpl_standard,NE,65,female,0,10000,standard_nt,58.4,24,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,65,female,0,10000,standard_nt,58.84,25,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,65,female,0,10000,standard_nt,60.14,26,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
logo,graded,NE,65,female,0,10000,standard_nt,60.41,27,0,0,logo,Graded,2026-08-15,2026-08-15
transamerica,express_select,NE,65,female,0,10000,standard_nt,61.2,28,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
aetna,standard,NE,65,female,0,10000,standard_nt,61.69,29,0,1,Aetna,Standard,2026-08-15,2026-08-15
logo,superior_choice,NE,65,female,0,10000,standard_nt,62.43,30,0,0,logo,Superior Choice,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,65,female,0,10000,standard_nt,62.61,31,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,65,female,0,10000,standard_nt,64.29,32,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
foresters,planright_standard,NE,65,female,0,10000,standard_nt,64.51,33,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
lbl,mwl,NE,65,female,0,10000,standard_nt,64.53,34,0,0,lbl,MWL,2026-08-15,2026-08-15
gtl,heritage_plan,NE,65,female,0,10000,standard_nt,65.33,35,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
foresters,planright_rop,NE,65,female,0,10000,standard_nt,65.52,36,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,65,female,0,10000,standard_nt,67.99,37,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
americo,eagle_select_3,NE,65,female,0,10000,standard_nt,69.36,38,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,65,female,0,10000,standard_nt,70.56,39,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,65,female,0,10000,standard_nt,72.21,40,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,65,female,0,10000,standard_nt,72.52,41,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,65,female,0,10000,standard_nt,73.56,42,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,65,female,0,10000,standard_nt,74.48,43,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,65,female,0,10000,standard_nt,74.99,44,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,65,female,0,10000,standard_nt,75.41,45,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
logo,express_issue_graded,NE,65,female,0,10000,standard_nt,89.35,46,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
transamerica,express_graded,NE,65,female,0,10000,standard_nt,91.05,47,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
transamerica,easy_solution,NE,65,female,0,10000,standard_nt,101.79,48,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,65,female,0,10000,standard_nt,107.37,49,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,65,female,0,10000,standard_nt,110.32,50,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,65,female,0,10000,standard_nt,126.15,51,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,65,female,0,15000,standard_nt,59.29,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,65,female,0,15000,standard_nt,59.91,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,65,female,0,15000,standard_nt,60.54,3,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
foresters,planright_preferred,NE,65,female,0,15000,standard_nt,63.5,4,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
aflac,preferred,NE,65,female,0,15000,standard_nt,63.88,5,0,0,Aflac,Preferred,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,65,female,0,15000,standard_nt,65.1,6,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
transamerica,express_premier,NE,65,female,0,15000,standard_nt,65.54,7,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,65,female,0,15000,standard_nt,65.58,8,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,65,female,0,15000,standard_nt,68.73,9,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,65,female,0,15000,standard_nt,69.26,10,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
cigna,primary_plan,NE,65,female,0,15000,standard_nt,69.31,11,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
aetna,preferred,NE,65,female,0,15000,standard_nt,69.65,12,0,1,Aetna,Preferred,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,65,female,0,15000,standard_nt,69.91,13,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,65,female,0,15000,standard_nt,71.42,14,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,65,female,0,15000,standard_nt,72.13,15,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
logo,preferred,NE,65,female,0,15000,standard_nt,72.82,16,0,0,logo,Preferred,2026-08-15,2026-08-15
moo,living_promise_graded,NE,65,female,0,15000,standard_nt,74.36,17,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,65,female,0,15000,standard_nt,75.02,18,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
logo,standard,NE,65,female,0,15000,standard_nt,77.33,19,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,65,female,0,15000,standard_nt,78.8,20,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,65,female,0,15000,standard_nt,82.84,21,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
aflac,standard,NE,65,female,0,15000,standard_nt,83.91,22,0,0,Aflac,Standard,2026-08-15,2026-08-15
lbl,simpl_standard,NE,65,female,0,15000,standard_nt,85.29,23,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,65,female,0,15000,standard_nt,86.67,24,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,65,female,0,15000,standard_nt,86.69,25,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,65,female,0,15000,standard_nt,86.94,26,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
logo,graded,NE,65,female,0,15000,standard_nt,88.54,27,0,0,logo,Graded,2026-08-15,2026-08-15
transamerica,express_select,NE,65,female,0,15000,standard_nt,89.99,28,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
aetna,standard,NE,65,female,0,15000,standard_nt,90.78,29,0,1,Aetna,Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,65,female,0,15000,standard_nt,93.46,30,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
logo,superior_choice,NE,65,female,0,15000,standard_nt,93.65,31,0,0,logo,Superior Choice,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,65,female,0,15000,standard_nt,94.26,32,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
lbl,mwl,NE,65,female,0,15000,standard_nt,94.49,33,0,0,lbl,MWL,2026-08-15,2026-08-15
foresters,planright_standard,NE,65,female,0,15000,standard_nt,95.18,34,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
gtl,heritage_plan,NE,65,female,0,15000,standard_nt,95.75,35,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
foresters,planright_rop,NE,65,female,0,15000,standard_nt,96.71,36,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,65,female,0,15000,standard_nt,100.23,37,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
americo,eagle_select_3,NE,65,female,0,15000,standard_nt,102.14,38,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,65,female,0,15000,standard_nt,104.52,39,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,65,female,0,15000,standard_nt,107.32,40,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,65,female,0,15000,standard_nt,108.2,41,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,65,female,0,15000,standard_nt,108.78,42,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,65,female,0,15000,standard_nt,109.8,43,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,65,female,0,15000,standard_nt,110.38,44,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,65,female,0,15000,standard_nt,111.79,45,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
logo,express_issue_graded,NE,65,female,0,15000,standard_nt,131.85,46,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
transamerica,express_graded,NE,65,female,0,15000,standard_nt,134.76,47,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
transamerica,easy_solution,NE,65,female,0,15000,standard_nt,150.88,48,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,65,female,0,15000,standard_nt,161.06,49,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,65,female,0,15000,standard_nt,163.31,50,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
transamerica,express_premier,NE,65,female,0,25000,standard_nt,96.38,1,1,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,65,female,0,25000,standard_nt,96.4,2,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_preferred,NE,65,female,0,25000,standard_nt,96.46,3,0,0,royal,Ensured Legacy/Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,65,female,0,25000,standard_nt,97.72,4,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,65,female,0,25000,standard_nt,98.37,5,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
aflac,preferred,NE,65,female,0,25000,standard_nt,103.67,6,0,0,Aflac,Preferred,2026-08-15,2026-08-15
foresters,planright_preferred,NE,65,female,0,25000,standard_nt,103.73,7,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,65,female,0,25000,standard_nt,105.42,8,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,65,female,0,25000,standard_nt,107.17,9,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,65,female,0,25000,standard_nt,111.64,10,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,65,female,0,25000,standard_nt,113.67,11,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
aetna,preferred,NE,65,female,0,25000,standard_nt,113.75,12,0,1,Aetna,Preferred,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,65,female,0,25000,standard_nt,114.75,13,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
cigna,primary_plan,NE,65,female,0,25000,standard_nt,115.52,14,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,65,female,0,25000,standard_nt,117.81,15,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,65,female,0,25000,standard_nt,118.3,16,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
logo,preferred,NE,65,female,0,25000,standard_nt,118.59,17,0,0,logo,Preferred,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,65,female,0,25000,standard_nt,120.34,18,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
logo,standard,NE,65,female,0,25000,standard_nt,126.11,19,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,65,female,0,25000,standard_nt,128.8,20,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
transamerica,express_select,NE,65,female,0,25000,standard_nt,136.2,21,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
aflac,standard,NE,65,female,0,25000,standard_nt,137.05,22,0,0,Aflac,Standard,2026-08-15,2026-08-15
lbl,simpl_standard,NE,65,female,0,25000,standard_nt,139.07,23,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,65,female,0,25000,standard_nt,143.13,24,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,65,female,0,25000,standard_nt,143.74,25,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
logo,graded,NE,65,female,0,25000,standard_nt,144.79,26,0,0,logo,Graded,2026-08-15,2026-08-15
aetna,standard,NE,65,female,0,25000,standard_nt,148.97,27,0,1,Aetna,Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,65,female,0,25000,standard_nt,155.15,28,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
foresters,planright_standard,NE,65,female,0,25000,standard_nt,156.54,29,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
aetna,primary_plan_rop,NE,65,female,0,25000,standard_nt,164.72,30,0,1,Aetna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
americo,eagle_select_3,NE,65,female,0,25000,standard_nt,167.7,31,0,1,Americo,Eagle Select 3,2026-08-15,2026-08-15
aflac,primary_plan_rop,NE,65,female,0,25000,standard_nt,181.17,32,0,0,Aflac,Primary Plan ROP,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,65,female,0,25000,standard_nt,181.3,33,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,65,female,0,25000,standard_nt,184.56,34,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
corebridge,giwl_20_000_and_up,NE,65,female,0,25000,standard_nt,198.51,35,0,1,Corebridge Financial,GIWL $20;000 and up,2026-08-15,2026-08-15
logo,express_issue_graded,NE,65,female,0,25000,standard_nt,216.85,36,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
transamerica,express_graded,NE,65,female,0,25000,standard_nt,222.2,37,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
transamerica,easy_solution,NE,65,female,0,25000,standard_nt,249.05,38,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,65,female,0,25000,standard_nt,268.44,39,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
logo,guaranteed_issue,NE,65,female,0,25000,standard_nt,269.29,40,0,0,logo,Guaranteed Issue,2026-08-15,2026-08-15
transamerica,express_premier,NE,65,female,0,50000,standard_nt,189.15,1,1,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
moo,living_promise_level,NE,65,female,0,50000,standard_nt,192.24,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_1,NE,65,female,0,50000,standard_nt,192.94,3,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,65,female,0,50000,standard_nt,224.71,4,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
logo,preferred,NE,65,female,0,50000,standard_nt,233.03,5,0,0,logo,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,65,female,0,50000,standard_nt,235.53,6,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
logo,standard,NE,65,female,0,50000,standard_nt,248.06,7,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,65,female,0,50000,standard_nt,253.79,8,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
transamerica,express_select,NE,65,female,0,50000,standard_nt,268.79,9,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,70,male,0,10000,standard_nt,69.7,1,1,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
americo,eagle_select_1,NE,70,male,0,10000,standard_nt,70.94,2,0,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
aflac,preferred,NE,70,male,0,10000,standard_nt,71.98,3,0,0,Aflac,Preferred,2026-08-15,2026-08-15
aetna,preferred,NE,70,male,0,10000,standard_nt,73.15,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
transamerica,express_premier,NE,70,male,0,10000,standard_nt,74.21,5,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
foresters,planright_preferred,NE,70,male,0,10000,standard_nt,74.53,6,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
moo,living_promise_level,NE,70,male,0,10000,standard_nt,74.6,7,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,70,male,0,10000,standard_nt,77.15,8,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
logo,preferred,NE,70,male,0,10000,standard_nt,78.21,9,0,0,logo,Preferred,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,70,male,0,10000,standard_nt,78.79,10,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
cigna,primary_plan,NE,70,male,0,10000,standard_nt,78.94,11,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,70,male,0,10000,standard_nt,79.09,12,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,70,male,0,10000,standard_nt,81.37,13,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,70,male,0,10000,standard_nt,81.74,14,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,70,male,0,10000,standard_nt,86.14,15,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,70,male,0,10000,standard_nt,86.19,16,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
moo,living_promise_graded,NE,70,male,0,10000,standard_nt,86.69,17,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
logo,standard,NE,70,male,0,10000,standard_nt,88.35,18,0,0,logo,Standard,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,70,male,0,10000,standard_nt,92.97,19,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
americo,eagle_select_2,NE,70,male,0,10000,standard_nt,93.59,20,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,70,male,0,10000,standard_nt,99.19,21,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
transamerica,express_select,NE,70,male,0,10000,standard_nt,100.99,22,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,70,male,0,10000,standard_nt,101.79,23,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aflac,standard,NE,70,male,0,10000,standard_nt,101.98,24,0,0,Aflac,Standard,2026-08-15,2026-08-15
logo,superior_choice,NE,70,male,0,10000,standard_nt,102.51,25,0,0,logo,Superior Choice,2026-08-15,2026-08-15
aetna,standard,NE,70,male,0,10000,standard_nt,104.04,26,0,1,Aetna,Standard,2026-08-15,2026-08-15
gtl,heritage_plan,NE,70,male,0,10000,standard_nt,104.5,27,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,70,male,0,10000,standard_nt,104.75,28,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
logo,graded,NE,70,male,0,10000,standard_nt,105.94,29,0,0,logo,Graded,2026-08-15,2026-08-15
lbl,simpl_standard,NE,70,male,0,10000,standard_nt,109.5,30,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,70,male,0,10000,standard_nt,113.67,31,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
