carrier,product,state,age,sex,smoker,face_amount,health_class,monthly_premium,rank_in_quote,is_best,is_mvi_appointed,integrity_carrier,integrity_product,harvest_batch_id,source_date
logo,standard,NE,80,female,0,10000,standard_nt,148.58,22,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,80,female,0,10000,standard_nt,150.77,23,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
logo,superior_choice,NE,80,female,0,10000,standard_nt,152.46,24,0,0,logo,Superior Choice,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,80,female,0,10000,standard_nt,155.28,25,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,80,female,0,10000,standard_nt,158.63,26,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
lbl,simpl_standard,NE,80,female,0,10000,standard_nt,160.33,27,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,80,female,0,10000,standard_nt,163.07,28,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
transamerica,express_select,NE,80,female,0,10000,standard_nt,163.11,29,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
lbl,mwl,NE,80,female,0,10000,standard_nt,163.25,30,0,0,lbl,MWL,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,80,female,0,10000,standard_nt,166.89,31,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,80,female,0,10000,standard_nt,170.16,32,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
aflac,standard,NE,80,female,0,10000,standard_nt,172.5,33,0,0,Aflac,Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,80,female,0,10000,standard_nt,176.37,34,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
foresters,planright_standard,NE,80,female,0,10000,standard_nt,176.91,35,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,80,female,0,10000,standard_nt,178.96,36,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
logo,express_issue_graded,NE,80,female,0,10000,standard_nt,179.12,37,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
gtl,heritage_plan,NE,80,female,0,10000,standard_nt,179.49,38,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,80,female,0,10000,standard_nt,181.98,39,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
transamerica,express_graded,NE,80,female,0,10000,standard_nt,185.51,40,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
logo,graded,NE,80,female,0,10000,standard_nt,185.79,41,0,0,logo,Graded,2026-08-15,2026-08-15
foresters,planright_rop,NE,80,female,0,10000,standard_nt,192.15,42,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,80,female,0,10000,standard_nt,202.34,43,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,80,female,0,10000,standard_nt,206.41,44,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
transamerica,easy_solution,NE,80,female,0,10000,standard_nt,218.83,45,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,80,female,0,10000,standard_nt,245.17,46,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
royal,ensured_legacy_guaranteed_issue,NE,80,female,0,10000,standard_nt,343.65,47,0,0,royal,Ensured Legacy - Guaranteed Issue,2026-08-15,2026-08-15
americo,eagle_select_1,NE,80,female,0,15000,standard_nt,145.73,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
moo,living_promise_level,NE,80,female,0,15000,standard_nt,146.04,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,80,female,0,15000,standard_nt,149.92,3,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
aetna,preferred,NE,80,female,0,15000,standard_nt,150.37,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,80,female,0,15000,standard_nt,160.33,5,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
logo,preferred,NE,80,female,0,15000,standard_nt,160.62,6,0,0,logo,Preferred,2026-08-15,2026-08-15
cigna,primary_plan,NE,80,female,0,15000,standard_nt,162.58,7,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
transamerica,express_premier,NE,80,female,0,15000,standard_nt,165.44,8,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,80,female,0,15000,standard_nt,169.2,9,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,80,female,0,15000,standard_nt,170.81,10,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,80,female,0,15000,standard_nt,171.7,11,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
aflac,preferred,NE,80,female,0,15000,standard_nt,171.83,12,0,0,Aflac,Preferred,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,80,female,0,15000,standard_nt,177.0,13,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,80,female,0,15000,standard_nt,179.98,14,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
foresters,planright_preferred,NE,80,female,0,15000,standard_nt,181.57,15,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
moo,living_promise_graded,NE,80,female,0,15000,standard_nt,187.97,16,0,1,United of Omaha,Living Promise Graded,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,80,female,0,15000,standard_nt,193.1,17,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,80,female,0,15000,standard_nt,197.02,18,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,80,female,0,15000,standard_nt,200.94,19,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aetna,standard,NE,80,female,0,15000,standard_nt,208.64,20,0,1,Aetna,Standard,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,80,female,0,15000,standard_nt,217.18,21,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
logo,standard,NE,80,female,0,15000,standard_nt,220.79,22,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,80,female,0,15000,standard_nt,224.26,23,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,80,female,0,15000,standard_nt,231.61,24,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,80,female,0,15000,standard_nt,234.42,25,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
lbl,simpl_standard,NE,80,female,0,15000,standard_nt,238.18,26,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
lbl,mwl,NE,80,female,0,15000,standard_nt,242.56,27,0,0,lbl,MWL,2026-08-15,2026-08-15
transamerica,express_select,NE,80,female,0,15000,standard_nt,242.87,28,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,80,female,0,15000,standard_nt,243.29,29,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,80,female,0,15000,standard_nt,249.02,30,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,80,female,0,15000,standard_nt,251.72,31,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
aflac,standard,NE,80,female,0,15000,standard_nt,256.65,32,0,0,Aflac,Standard,2026-08-15,2026-08-15
foresters,planright_standard,NE,80,female,0,15000,standard_nt,263.79,33,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,80,female,0,15000,standard_nt,264.1,34,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,80,female,0,15000,standard_nt,266.26,35,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
logo,express_issue_graded,NE,80,female,0,15000,standard_nt,266.5,36,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
gtl,heritage_plan,NE,80,female,0,15000,standard_nt,266.99,37,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,80,female,0,15000,standard_nt,271.64,38,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
transamerica,express_graded,NE,80,female,0,15000,standard_nt,276.46,39,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
logo,graded,NE,80,female,0,15000,standard_nt,276.6,40,0,0,logo,Graded,2026-08-15,2026-08-15
foresters,planright_rop,NE,80,female,0,15000,standard_nt,286.65,41,0,0,foresters,PlanRight ROP,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,80,female,0,15000,standard_nt,302.97,42,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
corebridge,giwl_up_to_19_999,NE,80,female,0,15000,standard_nt,308.62,43,0,1,Corebridge Financial,GIWL up to $19;999,2026-08-15,2026-08-15
transamerica,easy_solution,NE,80,female,0,15000,standard_nt,326.45,44,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
americo,eagle_select_1,NE,80,female,0,25000,standard_nt,240.35,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
moo,living_promise_level,NE,80,female,0,25000,standard_nt,241.28,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,80,female,0,25000,standard_nt,247.46,3,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
aetna,preferred,NE,80,female,0,25000,standard_nt,248.28,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
logo,preferred,NE,80,female,0,25000,standard_nt,264.93,5,0,0,logo,Preferred,2026-08-15,2026-08-15
corebridge,simplinow_level,NE,80,female,0,25000,standard_nt,265.08,6,0,1,Corebridge Financial,SimpliNow Level,2026-08-15,2026-08-15
cigna,primary_plan,NE,80,female,0,25000,standard_nt,270.97,7,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
transamerica,express_premier,NE,80,female,0,25000,standard_nt,273.33,8,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,80,female,0,25000,standard_nt,280.24,9,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
lbl,simpl_preferred,NE,80,female,0,25000,standard_nt,283.09,10,0,0,lbl,SIMPL Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,80,female,0,25000,standard_nt,297.06,11,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
foresters,planright_preferred,NE,80,female,0,25000,standard_nt,300.52,12,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,80,female,0,25000,standard_nt,321.12,13,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
corebridge,simplinow_graded,NE,80,female,0,25000,standard_nt,327.66,14,0,1,Corebridge Financial,SimpliNow Graded,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,80,female,0,25000,standard_nt,332.5,15,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aetna,standard,NE,80,female,0,25000,standard_nt,345.41,16,0,1,Aetna,Standard,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,80,female,0,25000,standard_nt,361.97,17,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
logo,standard,NE,80,female,0,25000,standard_nt,365.2,18,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,80,female,0,25000,standard_nt,371.24,19,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
lbl,simpl_standard,NE,80,female,0,25000,standard_nt,393.88,20,0,0,lbl,SIMPL Standard,2026-08-15,2026-08-15
transamerica,express_select,NE,80,female,0,25000,standard_nt,402.37,21,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,80,female,0,25000,standard_nt,403.72,22,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
foresters,planright_standard,NE,80,female,0,25000,standard_nt,437.54,23,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
gerber,gerber_guaranteed_life,NE,80,female,0,25000,standard_nt,439.55,24,0,0,gerber,Gerber Guaranteed Life,2026-08-15,2026-08-15
logo,express_issue_graded,NE,80,female,0,25000,standard_nt,441.26,25,0,0,logo,Express Issue Graded,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,80,female,0,25000,standard_nt,450.98,26,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
logo,graded,NE,80,female,0,25000,standard_nt,458.23,27,0,0,logo,Graded,2026-08-15,2026-08-15
transamerica,express_graded,NE,80,female,0,25000,standard_nt,458.36,28,0,1,Transamerica Life Insurance Co.,Express Graded,2026-08-15,2026-08-15
transamerica,easy_solution,NE,80,female,0,25000,standard_nt,541.67,29,0,1,Transamerica Life Insurance Co.,Easy Solution,2026-08-15,2026-08-15
corebridge,giwl_20_000_and_up,NE,80,female,0,25000,standard_nt,558.76,30,0,1,Corebridge Financial,GIWL $20;000 and up,2026-08-15,2026-08-15
americo,eagle_select_1,NE,80,female,0,50000,standard_nt,476.9,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
moo,living_promise_level,NE,80,female,0,50000,standard_nt,479.35,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
logo,preferred,NE,80,female,0,50000,standard_nt,525.7,3,0,0,logo,Preferred,2026-08-15,2026-08-15
logo,standard,NE,80,female,0,50000,standard_nt,726.25,4,0,0,logo,Standard,2026-08-15,2026-08-15
americo,eagle_select_2,NE,80,female,0,50000,standard_nt,738.67,5,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
americo,eagle_select_1,NE,85,male,0,10000,standard_nt,187.58,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
cigna,primary_plan,NE,85,male,0,10000,standard_nt,189.18,2,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
moo,living_promise_level,NE,85,male,0,10000,standard_nt,192.74,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
aetna,preferred,NE,85,male,0,10000,standard_nt,195.82,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,85,male,0,10000,standard_nt,213.2,5,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,85,male,0,10000,standard_nt,213.7,6,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
foresters,planright_preferred,NE,85,male,0,10000,standard_nt,216.99,7,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,85,male,0,10000,standard_nt,221.31,8,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,85,male,0,10000,standard_nt,221.48,9,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,85,male,0,10000,standard_nt,228.74,10,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
transamerica,express_premier,NE,85,male,0,10000,standard_nt,232.63,11,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,85,male,0,10000,standard_nt,234.32,12,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,85,male,0,10000,standard_nt,235.19,13,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
americo,eagle_select_2,NE,85,male,0,10000,standard_nt,261.44,14,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,85,male,0,10000,standard_nt,277.51,15,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,85,male,0,10000,standard_nt,280.28,16,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
logo,superior_choice,NE,85,male,0,10000,standard_nt,294.23,17,0,0,logo,Superior Choice,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,85,male,0,10000,standard_nt,301.52,18,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,85,male,0,10000,standard_nt,305.71,19,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
aetna,standard,NE,85,male,0,10000,standard_nt,312.2,20,0,1,Aetna,Standard,2026-08-15,2026-08-15
gtl,heritage_plan,NE,85,male,0,10000,standard_nt,316.99,21,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
foresters,planright_standard,NE,85,male,0,10000,standard_nt,326.54,22,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,85,male,0,10000,standard_nt,329.0,23,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
logo,superior_choice_gi,NE,85,male,0,10000,standard_nt,331.39,24,0,0,logo,Superior Choice - GI,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,85,male,0,10000,standard_nt,338.28,25,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,85,male,0,10000,standard_nt,351.46,26,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,85,male,0,10000,standard_nt,360.66,27,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,85,male,0,10000,standard_nt,364.8,28,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
transamerica,express_select,NE,85,male,0,10000,standard_nt,377.51,29,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
americo,eagle_select_1,NE,85,male,0,15000,standard_nt,279.47,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
cigna,primary_plan,NE,85,male,0,15000,standard_nt,283.76,2,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
moo,living_promise_level,NE,85,male,0,15000,standard_nt,287.51,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
aetna,preferred,NE,85,male,0,15000,standard_nt,291.99,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,85,male,0,15000,standard_nt,318.74,5,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,85,male,0,15000,standard_nt,319.25,6,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
foresters,planright_preferred,NE,85,male,0,15000,standard_nt,323.91,7,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,85,male,0,15000,standard_nt,330.05,8,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,85,male,0,15000,standard_nt,330.65,9,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,85,male,0,15000,standard_nt,341.79,10,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
transamerica,express_premier,NE,85,male,0,15000,standard_nt,347.14,11,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,85,male,0,15000,standard_nt,347.96,12,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,85,male,0,15000,standard_nt,352.79,13,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
americo,eagle_select_2,NE,85,male,0,15000,standard_nt,390.26,14,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,85,male,0,15000,standard_nt,414.94,15,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,85,male,0,15000,standard_nt,418.61,16,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,85,male,0,15000,standard_nt,450.96,17,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,85,male,0,15000,standard_nt,455.05,18,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
aetna,standard,NE,85,male,0,15000,standard_nt,466.55,19,0,1,Aetna,Standard,2026-08-15,2026-08-15
gtl,heritage_plan,NE,85,male,0,15000,standard_nt,473.23,20,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
foresters,planright_standard,NE,85,male,0,15000,standard_nt,488.24,21,0,0,foresters,PlanRight/Standard,2026-08-15,2026-08-15
royal,graded_benefit_life,NE,85,male,0,15000,standard_nt,492.95,22,0,0,royal,Graded Benefit Life,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,85,male,0,15000,standard_nt,506.1,23,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
royal,ensured_legacy_graded,NE,85,male,0,15000,standard_nt,525.02,24,0,0,royal,Ensured Legacy - Graded,2026-08-15,2026-08-15
amam,golden_solution_rop,NE,85,male,0,15000,standard_nt,539.67,25,0,1,American Amicable,Golden Solution ROP,2026-08-15,2026-08-15
amam,platinum_solution_rop,NE,85,male,0,15000,standard_nt,543.69,26,0,1,American Amicable,Platinum Solution ROP,2026-08-15,2026-08-15
transamerica,express_select,NE,85,male,0,15000,standard_nt,564.46,27,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
americo,eagle_select_1,NE,85,male,0,25000,standard_nt,463.24,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
cigna,primary_plan,NE,85,male,0,25000,standard_nt,472.94,2,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
moo,living_promise_level,NE,85,male,0,25000,standard_nt,477.04,3,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
aetna,preferred,NE,85,male,0,25000,standard_nt,484.31,4,0,1,Aetna,Preferred,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,85,male,0,25000,standard_nt,528.82,5,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,85,male,0,25000,standard_nt,531.37,6,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,85,male,0,25000,standard_nt,547.19,7,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,85,male,0,25000,standard_nt,549.32,8,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
transamerica,express_premier,NE,85,male,0,25000,standard_nt,576.15,9,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,85,male,0,25000,standard_nt,587.98,10,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
americo,eagle_select_2,NE,85,male,0,25000,standard_nt,647.9,11,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,85,male,0,25000,standard_nt,689.81,12,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,85,male,0,25000,standard_nt,695.28,13,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
aetna,standard,NE,85,male,0,25000,standard_nt,775.25,14,0,1,Aetna,Standard,2026-08-15,2026-08-15
amam,senior_choice_rop,NE,85,male,0,25000,standard_nt,841.74,15,0,1,American Amicable,Senior Choice ROP,2026-08-15,2026-08-15
transamerica,express_select,NE,85,male,0,25000,standard_nt,938.37,16,0,1,Transamerica Life Insurance Co.,Express Select,2026-08-15,2026-08-15
americo,eagle_select_1,NE,85,male,0,50000,standard_nt,922.69,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
moo,living_promise_level,NE,85,male,0,50000,standard_nt,950.89,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
americo,eagle_select_2,NE,85,male,0,50000,standard_nt,1292.0,3,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
americo,eagle_select_1,NE,85,female,0,10000,standard_nt,135.89,1,1,1,Americo,Eagle Select 1,2026-08-15,2026-08-15
moo,living_promise_level,NE,85,female,0,10000,standard_nt,135.9,2,0,1,United of Omaha,Living Promise Level,2026-08-15,2026-08-15
aetna,preferred,NE,85,female,0,10000,standard_nt,136.68,3,0,1,Aetna,Preferred,2026-08-15,2026-08-15
cigna,primary_plan,NE,85,female,0,10000,standard_nt,145.9,4,0,0,cigna,PRIMARY PLAN,2026-08-15,2026-08-15
transamerica,immediate_solution_preferred,NE,85,female,0,10000,standard_nt,158.41,5,0,1,Transamerica Life Insurance Co.,Immediate Solution - Preferred,2026-08-15,2026-08-15
royal,ensured_legacy_standard,NE,85,female,0,10000,standard_nt,164.35,6,0,0,royal,Ensured Legacy/Standard,2026-08-15,2026-08-15
amam,senior_choice_immediate,NE,85,female,0,10000,standard_nt,166.02,7,0,1,American Amicable,Senior Choice Immediate,2026-08-15,2026-08-15
amam,golden_solution_immediate,NE,85,female,0,10000,standard_nt,167.6,8,0,1,American Amicable,Golden Solution Immediate,2026-08-15,2026-08-15
royal,simplified_issue_plan,NE,85,female,0,10000,standard_nt,171.81,9,0,0,royal,Simplified Issue Plan,2026-08-15,2026-08-15
transamerica,express_premier,NE,85,female,0,10000,standard_nt,172.93,10,0,1,Transamerica Life Insurance Co.,Express Premier,2026-08-15,2026-08-15
amam,platinum_solution_immediate,NE,85,female,0,10000,standard_nt,173.76,11,0,1,American Amicable,Platinum Solution Immediate,2026-08-15,2026-08-15
cigna,primary_plan_rop,NE,85,female,0,10000,standard_nt,178.34,12,0,0,cigna,PRIMARY PLAN ROP,2026-08-15,2026-08-15
foresters,planright_preferred,NE,85,female,0,10000,standard_nt,182.55,13,0,0,foresters,PlanRight/Preferred,2026-08-15,2026-08-15
transamerica,immediate_solution_standard,NE,85,female,0,10000,standard_nt,202.01,14,0,1,Transamerica Life Insurance Co.,Immediate Solution - Standard,2026-08-15,2026-08-15
amam,golden_solution_graded,NE,85,female,0,10000,standard_nt,210.7,15,0,1,American Amicable,Golden Solution Graded,2026-08-15,2026-08-15
amam,platinum_solution_graded,NE,85,female,0,10000,standard_nt,213.66,16,0,1,American Amicable,Platinum Solution Graded,2026-08-15,2026-08-15
logo,superior_choice,NE,85,female,0,10000,standard_nt,213.82,17,0,0,logo,Superior Choice,2026-08-15,2026-08-15
aetna,standard,NE,85,female,0,10000,standard_nt,219.98,18,0,1,Aetna,Standard,2026-08-15,2026-08-15
gtl,heritage_plan,NE,85,female,0,10000,standard_nt,221.16,19,0,0,gtl,Heritage Plan,2026-08-15,2026-08-15
amam,senior_choice_graded,NE,85,female,0,10000,standard_nt,221.31,20,0,1,American Amicable,Senior Choice Graded,2026-08-15,2026-08-15
americo,eagle_select_2,NE,85,female,0,10000,standard_nt,224.44,21,0,1,Americo,Eagle Select 2,2026-08-15,2026-08-15
